Značka,Model,První registrace,Cena,Najeto,Výkon,Palivo,Spotřeba,Převodovka
MG,MG5,12/2024,628 760 Kč,10 km,130 kW,Elektro,,Automat
Maxus,Deliver 3,11/2024,532 260 Kč,10 km,90 kW,Elektro,,Automat
Audi,Q2,3/2017,420 760 Kč,77 436 km,110 kW,Benzín,5.2 l/100km,Manuál
Volkswagen,T5 Caravelle,3/2024,1 042 260 Kč,19 098 km,132 kW,Diesel,6.7 l/100km,Automat
Ford,Bronco,1/2025,1 565 260 Kč,25 km,246 kW,Benzín,13.4 l/100km,Automat
BYD,SeaLion 7,2/2025,1 395 260 Kč,3 000 km,390 kW,Elektro,,Automat
Fiat,Scudo,12/2024,725 260 Kč,10 km,88 kW,Diesel,6.5 l/100km,Manuál
Audi,A3,7/2022,721 260 Kč,73 001 km,150 kW,Hybrid,5.9 l/100km,Automat
Renault,Kangoo,12/2024,580 760 Kč,0 km,55 kW,Diesel,5.1 l/100km,Manuál
Mazda,MX-30,12/2021,470 760 Kč,43 370 km,107 kW,Elektro,19 kWh/100km,Automat
GWM,Wey 05,11/2024,1 243 760 Kč,10 km,350 kW,Hybrid,24.4 l/100km,Automat
Tesla,Model X,8/2019,1 130 260 Kč,82 000 km,413 kW,Elektro,,Automat
Kia,EV3,12/2024,984 760 Kč,0 km,150 kW,Elektro,16.2 kWh/100km,Automat
BMW,X4,4/2021,916 760 Kč,99 987 km,210 kW,Diesel,6.1 l/100km,Automat
Smart,#1,8/2023,704 760 Kč,14 800 km,200 kW,Elektro,17.4 kWh/100km,Automat
Porsche,Taycan,12/2021,1 470 760 Kč,60 200 km,350 kW,Elektro,,Automat
Audi,e-tron GT,1/2022,1 444 760 Kč,52 500 km,350 kW,Elektro,20.3 kWh/100km,Automat
Cupra,Tavascan,10/2024,1 393 760 Kč,12 000 km,250 kW,Elektro,16.8 kWh/100km,Automat
Kia,EV6,12/2024,1 314 760 Kč,0 km,168 kW,Elektro,15.9 kWh/100km,Automat
Volkswagen,Caddy,1/2025,907 260 Kč,10 km,85 kW,Benzín,6.6 l/100km,Automat
Toyota,Proace City,12/2024,587 760 Kč,10 km,100 kW,Elektro,,Automat
Seres,3,4/2022,496 760 Kč,3 500 km,120 kW,Elektro,,Automat
Renault,Kangoo,1/2016,184 260 Kč,123 245 km,66 kW,Diesel,4.6 l/100km,Manuál
Jaguar,F-Pace,6/2024,1 527 760 Kč,6 909 km,297 kW,Hybrid,2.4 l/100km,Automat
BMW,520,8/2024,1 283 260 Kč,9 600 km,140 kW,Benzín,5.9 l/100km,Automat
Lexus,RZ,5/2024,1 260 260 Kč,8 000 km,230 kW,Elektro,,Automat
Volvo,XC60,10/2022,948 260 Kč,115 130 km,257 kW,Hybrid,,Automat
MG,Marvel R,9/2024,851 760 Kč,5 000 km,132 kW,Elektro,19.4 kWh/100km,Automat
Nissan,Ariya,4/2023,813 260 Kč,26 150 km,160 kW,Elektro,,Automat
Fiat,Ducato,2/2021,681 260 Kč,66 000 km,103 kW,Diesel,7.1 l/100km,Manuál
Mazda,MX-30,8/2023,536 260 Kč,8 000 km,107 kW,Elektro,17.9 kWh/100km,Automat
BMW,225 Active Tourer,1/2020,489 260 Kč,69 986 km,165 kW,Hybrid,1.9 l/100km,Automat
Mazda,CX-80,12/2024,1 601 260 Kč,0 km,187 kW,Diesel,5.8 l/100km,Automat
Audi,A6,7/2024,1 330 760 Kč,28 052 km,195 kW,Benzín,7 l/100km,Automat
Mitsubishi,Colt,11/2023,575 760 Kč,14 300 km,120 kW,Hybrid,,Automat
Opel,Mokka,4/2024,536 260 Kč,28 953 km,74 kW,Benzín,4.6 l/100km,Manuál
Ford,Capri,12/2024,1 303 760 Kč,20 km,250 kW,Elektro,,Automat
Volkswagen,ID.4,7/2024,971 760 Kč,90 km,150 kW,Elektro,16.4 kWh/100km,Automat
Honda,e,5/2022,618 760 Kč,16 000 km,113 kW,Elektro,,Automat
Mercedes-Benz,E 300,7/2020,570 260 Kč,132 087 km,225 kW,Hybrid,6.4 l/100km,Automat
Fiat,Talento,9/2020,259 760 Kč,114 159 km,107 kW,Diesel,7.2 l/100km,Manuál
Mazda,CX-80,12/2024,1 525 760 Kč,0 km,187 kW,Diesel,5.7 l/100km,Automat
BMW,iX2,3/2024,1 306 760 Kč,10 899 km,230 kW,Elektro,,Automat
Mercedes-Benz,C 300,10/2023,1 093 260 Kč,8 221 km,230 kW,Hybrid,,Automat
BMW,520,1/2023,1 010 760 Kč,42 300 km,140 kW,Diesel,5 l/100km,Automat
Mitsubishi,Outlander,12/2019,371 760 Kč,119 499 km,110 kW,Benzín,7.1 l/100km,Automat
BMW,iX2,12/2024,1 306 260 Kč,0 km,225 kW,Elektro,,Automat
Mercedes-Benz,E 300,1/2022,1 129 760 Kč,33 295 km,225 kW,Hybrid,,Automat
Toyota,bZ4X,11/2024,872 260 Kč,0 km,150 kW,Elektro,16.7 kWh/100km,Automat
Nissan,X-Trail,4/2024,850 260 Kč,5 803 km,120 kW,Benzín,6.7 l/100km,Automat
Mercedes-Benz,Vito,6/2020,833 260 Kč,57 220 km,100 kW,Diesel,6.5 l/100km,Automat
Nissan,e-NV200,10/2019,478 260 Kč,31 000 km,80 kW,Elektro,,Automat
GWM,Wey 03,7/2024,961 260 Kč,8 000 km,270 kW,Hybrid,,Automat
Volkswagen,ID.3,2/2024,891 260 Kč,6 230 km,150 kW,Elektro,15.1 kWh/100km,Automat
BMW,216 Active Tourer,12/2024,813 260 Kč,0 km,90 kW,Benzín,6.2 l/100km,Automat
Mazda,MX-30,11/2023,733 260 Kč,14 597 km,125 kW,Hybrid,,Automat
Lexus,ES 300,12/2024,1 261 760 Kč,0 km,160 kW,Hybrid,5.3 l/100km,Automat
Ora,Funky Cat,12/2024,628 260 Kč,25 km,126 kW,Elektro,16.7 kWh/100km,Automat
Volkswagen,Crafter,8/2020,588 260 Kč,90 481 km,100 kW,Elektro,,Automat
BMW,iX2,3/2024,1 233 260 Kč,8 275 km,230 kW,Elektro,,Automat
Volvo,EX30,11/2024,865 260 Kč,5 km,200 kW,Elektro,17 kWh/100km,Automat
Volkswagen,Arteon,2/2023,838 760 Kč,103 505 km,235 kW,Benzín,8.9 l/100km,Automat
Cupra,Born,11/2023,709 260 Kč,20 000 km,170 kW,Elektro,,Automat
Hyundai,IONIQ 6,8/2023,1 073 760 Kč,15 km,168 kW,Elektro,,Automat
MG,MG4,12/2024,603 760 Kč,4 km,125 kW,Elektro,17 kWh/100km,Automat
MG,EHS,11/2021,470 260 Kč,26 625 km,190 kW,Hybrid,,Automat
Citroën,C3 Aircross,12/2022,355 760 Kč,81 963 km,81 kW,Diesel,3.6 l/100km,Manuál
Mercedes-Benz,GLB 200,11/2024,1 330 260 Kč,0 km,110 kW,Diesel,5.6 l/100km,Automat
GWM,Wey 03,11/2024,1 235 260 Kč,0 km,270 kW,Hybrid,25.2 l/100km,Automat
Mazda,MX-30,6/2021,471 260 Kč,5 186 km,107 kW,Elektro,19 kWh/100km,Automat
Volvo,S60,1/2024,1 366 760 Kč,0 km,253 kW,Hybrid,,Automat
Volkswagen,T6 Transporter,3/2025,1 061 260 Kč,10 km,110 kW,Diesel,6.5 l/100km,Manuál
Alfa Romeo,Tonale,2/2023,892 260 Kč,15 000 km,206 kW,Hybrid,,Automat
Ora,Funky Cat,8/2023,668 260 Kč,9 957 km,126 kW,Elektro,,Automat
Volkswagen,T6 Kombi,5/2018,615 260 Kč,94 562 km,110 kW,Diesel,8.5 l/100km,Manuál
Honda,e,4/2021,511 260 Kč,14 000 km,113 kW,Elektro,,Automat
Volkswagen,ID.3,12/2024,912 260 Kč,0 km,125 kW,Elektro,15.5 kWh/100km,Automat
BMW,520,1/2022,900 260 Kč,52 086 km,140 kW,Diesel,4.3 l/100km,Automat
Audi,e-tron,6/2024,1 458 760 Kč,11 680 km,300 kW,Elektro,,Automat
Mercedes-Benz,E 220,2/2024,1 414 760 Kč,7 941 km,147 kW,Diesel,,Automat
Genesis,G70,5/2023,944 260 Kč,28 294 km,147 kW,Diesel,7.5 l/100km,Automat
BMW,330,1/2021,757 760 Kč,80 000 km,185 kW,Hybrid,,Automat
MG,MG3,12/2024,496 760 Kč,0 km,143 kW,Hybrid,4.4 l/100km,Automat
Volvo,V90,1/2025,1 392 260 Kč,0 km,261 kW,Hybrid,,Automat
Maserati,Ghibli,2/2022,997 760 Kč,125 840 km,243 kW,Benzín,8.7 l/100km,Automat
Audi,A3,11/2022,707 760 Kč,21 967 km,180 kW,Hybrid,6.1 l/100km,Automat
Smart,#1,5/2023,696 760 Kč,13 416 km,200 kW,Elektro,,Automat
Audi,A6,8/2023,1 130 260 Kč,14 200 km,195 kW,Benzín,6.8 l/100km,Automat
BYD,Tang,7/2023,1 037 260 Kč,35 000 km,380 kW,Elektro,23.8 kWh/100km,Automat
Hyundai,IONIQ 5,9/2021,785 760 Kč,55 874 km,225 kW,Elektro,17.7 kWh/100km,Automat
Mercedes-Benz,B 250,11/2022,573 260 Kč,27 125 km,160 kW,Hybrid,,Automat
Mazda,CX-80,10/2024,1 420 260 Kč,5 000 km,241 kW,Hybrid,,Automat
Audi,SQ2,10/2024,1 308 760 Kč,0 km,221 kW,Benzín,8.3 l/100km,Automat
Volkswagen,Crafter,12/2021,648 760 Kč,169 000 km,130 kW,Diesel,8.5 l/100km,Automat
Alfa Romeo,Stelvio,6/2024,1 180 260 Kč,8 007 km,206 kW,Benzín,7 l/100km,Automat
Volkswagen,T5 Caravelle,6/2024,1 046 760 Kč,15 040 km,132 kW,Diesel,6.7 l/100km,Automat
Volkswagen,Amarok,5/2024,1 645 260 Kč,10 900 km,151 kW,Diesel,8.7 l/100km,Automat
Audi,A6,8/2024,1 330 760 Kč,28 637 km,195 kW,Benzín,7 l/100km,Automat
Hyundai,Inster,12/2024,628 260 Kč,0 km,85 kW,Elektro,15.1 kWh/100km,Automat
BMW,430 Gran Coupé,1/2018,483 760 Kč,136 945 km,185 kW,Benzín,6 l/100km,Manuál
Opel,Ampera-e,6/2020,409 260 Kč,79 291 km,150 kW,Elektro,,Automat
Lancia,Ypsilon,3/2022,309 760 Kč,34 000 km,51 kW,Hybrid,,Manuál
Alpina,B3,8/2021,1 552 260 Kč,65 499 km,340 kW,Benzín,10.3 l/100km,Automat
BMW,520,12/2024,1 470 760 Kč,0 km,145 kW,Diesel,5.9 l/100km,Automat
Ford,Explorer,12/2024,941 260 Kč,59 km,210 kW,Elektro,,Automat
Mazda,MX-30,11/2023,691 760 Kč,10 790 km,125 kW,Hybrid,,Automat
Volkswagen,Crafter,4/2018,569 260 Kč,161 798 km,130 kW,Diesel,8.7 l/100km,Manuál
Mercedes-Benz,EQB,1/2025,1 416 260 Kč,0 km,140 kW,Elektro,15.2 kWh/100km,Automat
DFSK,Seres 3,12/2024,602 260 Kč,15 km,120 kW,Elektro,18 kWh/100km,Automat
Alfa Romeo,Giulia,5/2019,512 260 Kč,130 506 km,148 kW,Benzín,6.6 l/100km,Automat
Nissan,Leaf,5/2020,383 260 Kč,86 433 km,110 kW,Elektro,17.1 kWh/100km,Automat
Mercedes-Benz,E 220,7/2024,1 417 260 Kč,5 720 km,147 kW,Diesel,,Automat
BMW,iX2,3/2024,1 259 760 Kč,8 200 km,230 kW,Elektro,,Automat
Audi,A7,11/2020,971 760 Kč,49 940 km,220 kW,Hybrid,,Automat
Volvo,EX30,11/2024,971 760 Kč,0 km,200 kW,Elektro,17 kWh/100km,Automat
Nissan,Ariya,6/2024,942 760 Kč,8 500 km,160 kW,Elektro,,Automat
Kia,EV3,3/2025,892 260 Kč,10 km,150 kW,Elektro,16 kWh/100km,Automat
Citroën,C5 X,7/2023,750 260 Kč,10 km,165 kW,Hybrid,,Automat
Smart,#1,8/2023,744 260 Kč,20 097 km,200 kW,Elektro,17.4 kWh/100km,Automat
Jeep,Avenger,10/2024,662 760 Kč,0 km,74 kW,Benzín,5.4 l/100km,Manuál
Hyundai,Inster,1/2025,653 760 Kč,3 000 km,71 kW,Elektro,14.3 kWh/100km,Automat
Mercedes-Benz,B 200,7/2022,646 760 Kč,34 014 km,110 kW,Diesel,5 l/100km,Automat
Cupra,Born,9/2022,643 260 Kč,82 465 km,150 kW,Elektro,15.3 kWh/100km,Automat
GWM,03,8/2023,559 760 Kč,5 900 km,126 kW,Elektro,,Automat
Smart,ForFour,3/2022,307 760 Kč,15 846 km,60 kW,Elektro,,Automat
Volvo,EX40,11/2024,1 420 260 Kč,2 km,185 kW,Elektro,16.8 kWh/100km,Automat
Volkswagen,Amarok,5/2024,1 182 760 Kč,12 000 km,151 kW,Diesel,8.7 l/100km,Automat
Volkswagen,Golf,8/2024,1 074 260 Kč,4 580 km,147 kW,Diesel,4.8 l/100km,Automat
Fiat,Ducato,7/2021,458 260 Kč,83 000 km,103 kW,Diesel,7.3 l/100km,Manuál
Porsche,Taycan,11/2021,1 539 260 Kč,42 000 km,350 kW,Elektro,,Automat
BMW,iX,2/2023,1 177 760 Kč,61 998 km,240 kW,Elektro,,Automat
Kia,EV6,6/2024,915 260 Kč,10 km,125 kW,Elektro,16.6 kWh/100km,Automat
Audi,Q3,10/2020,774 260 Kč,88 900 km,110 kW,Diesel,5.2 l/100km,Automat
Cupra,Born,5/2022,691 760 Kč,37 600 km,150 kW,Elektro,,Automat
Opel,Vivaro,5/2019,342 260 Kč,100 948 km,92 kW,Diesel,6 l/100km,Manuál
Smart,ForFour,3/2022,291 260 Kč,21 684 km,60 kW,Elektro,,Automat
Toyota,Aygo,8/2019,202 260 Kč,50 942 km,54 kW,Benzín,3.9 l/100km,Manuál
Audi,e-tron GT,1/2022,1 600 760 Kč,63 643 km,350 kW,Elektro,,Automat
Mercedes-Benz,EQA,1/2025,1 450 760 Kč,0 km,139 kW,Elektro,,Automat
GWM,Wey 05,1/2024,1 232 760 Kč,35 000 km,350 kW,Hybrid,,Automat
Subaru,Solterra,10/2024,1 155 260 Kč,15 km,160 kW,Elektro,17.9 kWh/100km,Automat
Volkswagen,T5 Caravelle,4/2024,1 007 760 Kč,25 226 km,132 kW,Diesel,6.7 l/100km,Automat
Mercedes-Benz,GLC 400,12/2021,853 260 Kč,171 000 km,243 kW,Diesel,6.9 l/100km,Automat
BMW,330,4/2021,705 260 Kč,92 600 km,190 kW,Benzín,6.4 l/100km,Automat
Mazda,MX-30,4/2024,665 760 Kč,12 km,125 kW,Hybrid,17.5 l/100km,Automat
Mercedes-Benz,B 250,11/2022,584 260 Kč,21 021 km,160 kW,Hybrid,,Automat
Mercedes-Benz,C 300,11/2023,1 024 260 Kč,8 566 km,230 kW,Hybrid,,Automat
Mazda,MX-30,11/2024,698 760 Kč,8 km,107 kW,Elektro,17.9 kWh/100km,Automat
Toyota,Yaris,6/2024,624 760 Kč,3 270 km,96 kW,Hybrid,,Automat
GWM,03,6/2023,548 760 Kč,11 359 km,126 kW,Elektro,,Automat
Dacia,Duster,7/2021,418 260 Kč,73 700 km,85 kW,Diesel,4.7 l/100km,Manuál
BMW,iX1,1/2025,1 288 260 Kč,0 km,150 kW,Elektro,16.2 kWh/100km,Automat
Smart,#1,7/2023,717 760 Kč,19 990 km,200 kW,Elektro,,Automat
MG,ZS,10/2021,394 260 Kč,22 812 km,105 kW,Elektro,,Automat
Citroën,C4,6/2023,586 260 Kč,10 km,100 kW,Elektro,15.3 kWh/100km,Automat
Volkswagen,T6 Transporter,8/2022,554 760 Kč,114 509 km,81 kW,Diesel,6.9 l/100km,Manuál
Nissan,Leaf,12/2023,475 260 Kč,15 320 km,110 kW,Elektro,,Automat
Kia,EV9,1/2023,1 532 260 Kč,10 km,282 kW,Elektro,,Automat
Audi,A6,5/2024,1 329 260 Kč,16 069 km,195 kW,Benzín,7 l/100km,Automat
Mazda,CX-60,8/2022,1 048 760 Kč,1 km,241 kW,Hybrid,,Automat
GWM,07,6/2024,963 760 Kč,9 700 km,300 kW,Elektro,17.5 kWh/100km,Automat
Alfa Romeo,Tonale,3/2024,839 760 Kč,50 km,118 kW,Benzín,5.7 l/100km,Automat
Hyundai,IONIQ 5,1/2024,838 260 Kč,6 141 km,125 kW,Elektro,16.7 kWh/100km,Automat
BMW,520,9/2022,809 760 Kč,78 159 km,140 kW,Diesel,5 l/100km,Automat
Renault,Trafic,3/2022,720 260 Kč,86 073 km,110 kW,Diesel,6.8 l/100km,Manuál
Mazda,MX-30,7/2021,494 260 Kč,7 383 km,107 kW,Elektro,,Automat
Honda,e,1/2022,460 760 Kč,20 355 km,100 kW,Elektro,,Automat
Dacia,Spring,7/2023,344 260 Kč,820 km,33 kW,Elektro,13.9 kWh/100km,Automat
Audi,e-tron GT,2/2022,1 391 260 Kč,70 631 km,350 kW,Elektro,20.3 kWh/100km,Automat
BMW,iX2,12/2024,1 273 760 Kč,0 km,150 kW,Elektro,16.9 kWh/100km,Automat
MG,MG4,7/2024,813 260 Kč,5 000 km,320 kW,Elektro,,Automat
Opel,Vivaro,11/2019,668 260 Kč,70 000 km,130 kW,Diesel,5.4 l/100km,Automat
MG,ZS,10/2021,482 760 Kč,9 123 km,105 kW,Elektro,,Automat
Toyota,Yaris,9/2018,435 260 Kč,49 989 km,74 kW,Hybrid,4.2 l/100km,Automat
Land Rover,Range Rover Sport,8/2024,2 216 760 Kč,100 km,183 kW,Diesel,7.5 l/100km,Automat
Audi,A6,1/2023,918 760 Kč,97 427 km,150 kW,Diesel,4.7 l/100km,Automat
Mazda,MX-30,3/2023,483 260 Kč,11 425 km,107 kW,Elektro,,Automat
Kia,Stonic,5/2023,359 260 Kč,35 854 km,88 kW,Benzín,5 l/100km,Automat
Evo,4,2/2021,356 760 Kč,78 500 km,78 kW,LPG,9.2 l/100km,Manuál
Polestar,2,5/2024,1 368 760 Kč,6 830 km,355 kW,Elektro,,Automat
Mercedes-Benz,E 300,5/2022,1 141 760 Kč,14 130 km,225 kW,Hybrid,,Automat
Renault,Trafic,11/2023,553 760 Kč,116 381 km,96 kW,Diesel,6.9 l/100km,Manuál
Nissan,Leaf,12/2021,408 760 Kč,10 000 km,110 kW,Elektro,17.1 kWh/100km,Automat
Cupra,Tavascan,2/2025,1 251 760 Kč,3 500 km,250 kW,Elektro,16.6 kWh/100km,Automat
Kia,EV6,6/2024,1 159 260 Kč,10 km,168 kW,Elektro,16.5 kWh/100km,Automat
Mercedes-Benz,C 200,8/2024,1 152 760 Kč,9 998 km,150 kW,Benzín,6.7 l/100km,Automat
GWM,Wey 05,4/2024,1 074 760 Kč,15 450 km,350 kW,Hybrid,,Automat
Mercedes-Benz,C 300,8/2023,1 036 760 Kč,27 800 km,230 kW,Hybrid,,Automat
Suzuki,Ignis,12/2024,549 260 Kč,9 km,66 kW,Benzín,5.4 l/100km,Manuál
Volvo,EX30,12/2024,1 082 760 Kč,0 km,315 kW,Elektro,,Automat
Hyundai,IONIQ 6,4/2024,1 048 760 Kč,2 104 km,239 kW,Elektro,,Automat
DS Automobiles,DS9,8/2022,846 760 Kč,10 600 km,165 kW,Hybrid,,Automat
Audi,e-tron GT,4/2021,1 417 260 Kč,72 100 km,350 kW,Elektro,,Automat
Nissan,Ariya,8/2023,1 077 260 Kč,13 000 km,178 kW,Elektro,,Automat
BMW,730,2/2019,926 760 Kč,132 000 km,195 kW,Diesel,6.5 l/100km,Automat
Smart,ForFour,10/2016,208 260 Kč,131 000 km,52 kW,Benzín,4.2 l/100km,Manuál
Mazda,MX-30,8/2023,624 760 Kč,15 057 km,107 kW,Elektro,17.9 kWh/100km,Automat
MG,MG4,4/2024,575 760 Kč,2 245 km,125 kW,Elektro,,Automat
Toyota,Proace,2/2020,552 260 Kč,115 397 km,90 kW,Diesel,5.4 l/100km,Manuál
Opel,Ampera-e,2/2020,407 260 Kč,78 286 km,150 kW,Elektro,,Automat
Dacia,Spring,2/2023,317 760 Kč,25 228 km,33 kW,Elektro,,Automat
BMW,540,12/2020,969 260 Kč,99 999 km,250 kW,Diesel,6.2 l/100km,Automat
MG,Marvel R,5/2023,760 760 Kč,19 999 km,212 kW,Elektro,,Automat
Dacia,Spring,9/2022,270 760 Kč,35 710 km,33 kW,Elektro,13.9 kWh/100km,Automat
Audi,A8,3/2022,1 314 260 Kč,141 568 km,250 kW,Benzín,8.2 l/100km,Automat
Kia,EV3,1/2025,810 260 Kč,0 km,150 kW,Elektro,16 kWh/100km,Automat
Lynk & Co,01,12/2022,609 260 Kč,35 042 km,192 kW,Hybrid,,Automat
Citroën,Berlingo,8/2020,270 760 Kč,133 000 km,75 kW,Diesel,5.5 l/100km,Manuál
Audi,e-tron GT,10/2021,1 431 260 Kč,42 800 km,350 kW,Elektro,20.3 kWh/100km,Automat
BMW,520,1/2022,879 260 Kč,52 055 km,140 kW,Diesel,5.1 l/100km,Automat
Fiat,Scudo,3/2022,740 260 Kč,1 381 km,107 kW,Diesel,5.4 l/100km,Manuál
Tesla,Model 3,12/2019,586 260 Kč,110 606 km,340 kW,Elektro,,Automat
DFSK,Seres 3,8/2023,575 760 Kč,4 955 km,120 kW,Elektro,,Automat
Jeep,Compass,9/2021,453 260 Kč,118 300 km,140 kW,Hybrid,,Automat
Fiat,Panda,3/2024,287 760 Kč,13 841 km,51 kW,Benzín,3.9 l/100km,Manuál
Hyundai,IONIQ 5,3/2024,1 604 760 Kč,0 km,448 kW,Elektro,21.2 kWh/100km,Automat
Land Rover,Range Rover Velar,9/2022,1 247 260 Kč,45 000 km,221 kW,Diesel,6.6 l/100km,Automat
Volvo,S90,3/2023,1 195 760 Kč,18 693 km,335 kW,Hybrid,,Automat
Citroën,C5 X,12/2022,824 260 Kč,2 km,163 kW,Hybrid,1.6 l/100km,Automat
BMW,118,5/2023,657 760 Kč,34 650 km,100 kW,Benzín,4.9 l/100km,Automat
Fiat,500X,4/2021,459 760 Kč,97 000 km,88 kW,Benzín,6.4 l/100km,Manuál
Fiat,Scudo,8/2016,273 260 Kč,169 900 km,94 kW,Diesel,6.9 l/100km,Manuál
Volkswagen,Amarok,1/2025,1 544 760 Kč,10 km,177 kW,Diesel,10 l/100km,Automat
Mazda,CX-60,1/2025,1 353 260 Kč,10 km,188 kW,Diesel,5.2 l/100km,Automat
GWM,Wey 05,7/2024,1 130 260 Kč,18 020 km,350 kW,Hybrid,,Automat
Cupra,Tavascan,9/2024,1 095 760 Kč,2 155 km,210 kW,Elektro,15.4 kWh/100km,Automat
Fiat,Ducato,7/2023,1 068 260 Kč,300 km,103 kW,Diesel,7.9 l/100km,Manuál
Mercedes-Benz,B 200,11/2022,745 760 Kč,30 339 km,110 kW,Diesel,5 l/100km,Automat
Toyota,Corolla Cross,3/2023,741 260 Kč,103 547 km,126 kW,Hybrid,,Automat
Mercedes-Benz,B 250,11/2022,573 260 Kč,26 481 km,160 kW,Hybrid,,Automat
Opel,Movano,4/2023,503 260 Kč,44 000 km,103 kW,Diesel,8.4 l/100km,Manuál
Renault,Kangoo,9/2019,239 260 Kč,47 153 km,66 kW,Diesel,4.7 l/100km,Manuál
Audi,S6,12/2023,1 577 760 Kč,8 527 km,253 kW,Diesel,6.4 l/100km,Automat
Mazda,CX-80,12/2024,1 473 260 Kč,1 km,241 kW,Hybrid,23 l/100km,Automat
BMW,440 Gran Coupé,2/2023,1 286 260 Kč,33 145 km,275 kW,Benzín,,Automat
Škoda,Scala,7/2023,473 760 Kč,2 330 km,70 kW,Benzín,4.7 l/100km,Manuál
Kia,EV9,1/2023,1 548 260 Kč,10 km,282 kW,Elektro,,Automat
Hyundai,IONIQ 6,6/2024,1 066 260 Kč,36 km,239 kW,Elektro,15.1 kWh/100km,Automat
Jeep,Avenger,2/2025,810 760 Kč,10 km,115 kW,Elektro,15.9 kWh/100km,Automat
Volvo,V90,1/2025,1 356 260 Kč,0 km,261 kW,Hybrid,,Automat
Opel,Vivaro,8/2017,469 260 Kč,73 123 km,88 kW,Diesel,6.5 l/100km,Manuál
Fiat,Tipo,6/2018,215 260 Kč,170 735 km,88 kW,Diesel,3.7 l/100km,Manuál
Audi,A6,8/2024,1 327 760 Kč,26 868 km,195 kW,Benzín,7 l/100km,Automat
Toyota,bZ4X,12/2024,872 260 Kč,3 km,150 kW,Elektro,14.4 kWh/100km,Automat
Volvo,S90,4/2020,860 760 Kč,49 800 km,173 kW,Diesel,5.4 l/100km,Automat
Citroën,C5 X,3/2024,720 260 Kč,15 000 km,165 kW,Hybrid,1.3 l/100km,Automat
Citroën,C4,9/2023,615 260 Kč,2 611 km,100 kW,Elektro,,Automat
Nissan,Leaf,12/2023,475 260 Kč,16 730 km,110 kW,Elektro,,Automat
Mazda,CX-80,11/2024,1 591 760 Kč,0 km,187 kW,Diesel,5.8 l/100km,Automat
BMW,iX2,1/2024,1 432 260 Kč,8 464 km,230 kW,Elektro,,Automat
GWM,07,11/2024,1 341 260 Kč,0 km,300 kW,Elektro,17.5 kWh/100km,Automat
Cupra,Terramar,12/2024,1 056 760 Kč,9 km,150 kW,Hybrid,,Automat
Cupra,Born,9/2023,773 260 Kč,20 km,150 kW,Elektro,,Automat
GWM,Wey 03,1/2025,1 208 760 Kč,1 500 km,270 kW,Hybrid,25.2 l/100km,Automat
BMW,iX1,2/2023,1 006 260 Kč,57 855 km,200 kW,Elektro,,Automat
Smart,#1,11/2024,932 260 Kč,6 000 km,200 kW,Elektro,,Automat
BMW,120,12/2024,776 760 Kč,0 km,125 kW,Benzín,6 l/100km,Automat
Volkswagen,Touareg,4/2023,1 364 260 Kč,58 900 km,170 kW,Diesel,8.2 l/100km,Automat
Mercedes-Benz,GLE 400,1/2022,1 283 760 Kč,166 050 km,243 kW,Diesel,7.6 l/100km,Automat
Tesla,Model 3,9/2020,702 260 Kč,81 000 km,350 kW,Elektro,,Automat
Honda,e,3/2022,615 260 Kč,6 963 km,100 kW,Elektro,,Automat
Volkswagen,Amarok,5/2024,1 645 260 Kč,11 400 km,151 kW,Diesel,8.7 l/100km,Automat
Mercedes-Benz,CLA 45 AMG,9/2024,1 602 260 Kč,9 500 km,310 kW,Benzín,8.9 l/100km,Automat
Audi,e-tron GT,2/2022,1 591 760 Kč,48 645 km,350 kW,Elektro,20.3 kWh/100km,Automat
Volkswagen,T6 Transporter,1/2021,780 260 Kč,137 614 km,110 kW,Diesel,6.6 l/100km,Automat
Renault,Austral,6/2024,759 260 Kč,14 803 km,116 kW,Benzín,5.9 l/100km,Automat
Toyota,Hilux,5/2021,753 260 Kč,88 652 km,150 kW,Diesel,8.8 l/100km,Automat
BMW,120,10/2021,707 760 Kč,20 043 km,131 kW,Benzín,5.7 l/100km,Automat
Ford,Focus,10/2023,692 260 Kč,10 km,114 kW,Hybrid,5.1 l/100km,Manuál
Seat,Ibiza,9/2021,318 760 Kč,31 730 km,66 kW,CNG,,Manuál
Audi,Q8,10/2024,1 590 760 Kč,1 000 km,250 kW,Elektro,21.7 kWh/100km,Automat
Lexus,RX 350,12/2024,1 549 760 Kč,1 km,183 kW,Hybrid,6.3 l/100km,Automat
Renault,Trafic,10/2024,954 760 Kč,10 km,125 kW,Diesel,6.7 l/100km,Automat
Mazda,MX-30,11/2021,407 760 Kč,16 419 km,107 kW,Elektro,,Automat
Volkswagen,Amarok,5/2024,1 182 760 Kč,13 300 km,151 kW,Diesel,8.7 l/100km,Automat
Volvo,EX30,12/2024,1 128 760 Kč,0 km,200 kW,Elektro,17 kWh/100km,Automat
MG,MG4,7/2023,536 760 Kč,7 000 km,125 kW,Elektro,17 kWh/100km,Automat
Volkswagen,Taigo,10/2023,517 260 Kč,13 800 km,70 kW,Benzín,4.7 l/100km,Manuál
Peugeot,Partner,4/2021,308 260 Kč,159 800 km,96 kW,Diesel,4.5 l/100km,Automat
Mercedes-Benz,GLA 45 AMG,2/2022,1 103 760 Kč,90 000 km,310 kW,Benzín,9 l/100km,Automat
